"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Vehicle.Year"
"15209",1357144416,"79371JZ","NY","COM","07/15/2013",46,"P-U","CHEVR","P",24,24,24,941021,"0024","0000","0414P","","NY","","","C/O W 97","BBBBBBB","ALL","ALL","WHITE",2010
"15210",1357144428,"96072MA","NY","COM","07/15/2013",46,"VAN","WHITE","P",24,24,24,941021,"0024","0000","0438P","","NY","F","310","W 97TH ST","BBBBBBB","ALL","ALL","BROWN",2011
"15211",1357144441,"95383JM","NY","COM","07/15/2013",46,"VAN","GMC","P",24,24,24,941021,"0024","0000","0705P","","NY","F","801","WEST END AVE","BBBBBBB","ALL","ALL","BROWN",0
"15212",1357145160,"5269781","IL","PAS","07/15/2013",40,"SDN","CHRYS","P",24,24,24,926395,"0024","0000","0340A","","NY","F","855","WEST END AVE","BBBBBBB","ALL","ALL","RED",0
"15213",1357145172,"8VD80M","NJ","PAS","07/15/2013",40,"SDN","TOYOT","P",24,24,24,926395,"0024","0000","0345A","","NY","F","860","WEST END AVE","BBBBBBB","ALL","ALL","GY",0
"15214",1357145184,"GJC2532","NY","PAS","07/15/2013",40,"SDN","FORD","P",24,24,24,926395,"0024","0000","0410A","","NY","F","61","W 86 ST","BBBBBBB","ALL","ALL","GY",2014
"15215",1357145196,"GJP3328","PA","PAS","07/15/2013",40,"SDN","VOLKS","P",24,24,24,926305,"0024","0000","0425A","","NY","F","327","W 89 ST","BBBBBBB","ALL","ALL","GY",0
"15216",1357145202,"GFG4135","NY","PAS","07/15/2013",40,"","TOYOT","P",24,24,24,926395,"0024","0000","0445A","","NY","O","610","WEST END AVE","BBBBBBB","ALL","ALL","BLK",2006
"15217",1357145226,"GBL7785","NY","PAS","07/15/2013",20,"SDN","AUDI","P",24,24,24,926395,"0024","0000","0525A","","NY","O","201","W 93 ST","BBBBBBB","ALL","ALL","",2009
"15218",1357145238,"G78CFA","NJ","PAS","07/15/2013",40,"SUBN","FORD","P",24,24,24,926395,"0024","0000","0540A","","NY","O","221","W 107 ST","BBBBBBB","ALL","ALL","WT",0
"15219",1357146000,"48768JZ","NY","COM","07/15/2013",46,"DELV","FORD","P",23,23,23,934399,"0023","0000","1123A","","NY","F","1428","MADISON AVE","BBBBBBB","ALL","ALL","WHITE",2009
"15220",1357146012,"97006JE","NY","COM","07/15/2013",46,"DELV","","P",23,23,23,934399,"0023","0000","0258P","","NY","F","1514","MADISON AVE","BBBBBBB","ALL","ALL","BRWN",2002
"15221",1357146152,"94908JA","NY","COM","07/15/2013",46,"DELV","","P",23,23,23,934399,"0023","0000","1109A","","NY","F","1511","LEXINGTON AVE","BBBBBBB","ALL","ALL","BRWN",2001
"15222",1357122433,"84461","NY","MED","07/15/2013",16,"SDN","AUDI","P",19,19,19,895815,"0019","0000","0529P","","NY","F","160","E 65TH ST","YYYYYYB","0800A","0700P","SILV",2012
"15223",1357158350,"35215MB","NY","COM","07/15/2013",46,"DELV","WHITE","P",30,30,30,928454,"0030","0000","0145P","","NY","F","3471","BROADWAY","BBBBBBB","ALL","ALL","BR",0
"15224",1357158361,"55033MB","NY","COM","07/15/2013",46,"DELV","INTER","P",30,30,30,928454,"0030","0000","0140P","","NY","F","3681","BROADWAY","BBBBBBB","ALL","ALL","BR",0
"15229",1359528696,"EXT1153","NY","PAS","07/15/2013",46,"SDN","TOYOT","P",28,28,162,949716,"0162","0000","0841P","","NY","O","282","W 113 STREET","BBBBBBB","ALL","ALL","BLACK",2001
"15243",1346922196,"BWK7399","NY","PAS","07/15/2013",21,"SDN","DODGE","X",13,13,839,111138,"0839","0000","1110A","","NY","O","622","EAST 20TH STREET","YBBBBBB","1100A","0200P","RED",1997
"15244",1346922202,"FRX6201","NY","PAS","07/15/2013",21,"SDN","HONDA","X",13,13,839,111138,"0839","0000","1114A","","NY","F","20","STUYVESANT OVAL","YBBBBBB","1100A","0200P","GREY",2002
"15245",1346922240,"2U1795","OH","PAS","07/15/2013",21,"MCY","DUCAT","X",13,13,839,111138,"0839","0000","1121A","","NY","F","18","STUYVESANT OVAL","YBBBBBB","1100A","0200P","BLACK",0
"15246",1346922251,"FPC4051","NY","PAS","07/15/2013",21,"SDN","TOYOT","X",13,13,839,111138,"0839","0000","1131A","","NY","F","21","STUYVESANT OVAL","YBBBBBB","1100A","0200P","RED",1991
"15247",1346922263,"EEE6525","NY","PAS","07/15/2013",21,"SUBN","VOLVO","X",13,13,839,111138,"0839","0000","1135A","","NY","F","450","EAST 20TH STREET","YBBBBBB","1100A","0200P","BLUE",1981
"15248",1308414249,"DJZ1858","NY","PAS","07/15/2013",24,"SUBN","VOLVO","X",23,23,976,100781,"0976","0000","0429P","","NY","F","1901","1ST AVE NY NY 10029","BBBBBBB","ALL","ALL","SILVE",2007
"15249",1334502730,"FPH6153","NY","PAS","07/15/2013",17,"SUBN","SUBAR","S",9,9,0,903588,"MN06","0000","1100A","","NY","","","S/S E 26TH ST","BBBBBBB","ALL","ALL","BLACK",2007
"15250",1340852056,"EFZ3318","NY","PAS","07/15/2013",14,"SUBN","DODGE","T",13,13,2,100895,"0002","0000","1058A","","NY","F","462","1ST AVE","BBBBBBB","ALL","ALL","RED",2006
"15288",1335816653,"FZX7295","NY","PAS","07/15/2013",14,"SDN","ME/BE","P",10,10,136,948302,"0136","0000","1145P","","NY","F","635","W 42 ST","BBBBBBB","ALL","ALL","WHITE",2009
"15289",1335820711,"AUM4678","GA","PAS","07/15/2013",19,"SDN","MAZDA","P",10,10,136,934216,"0136","0000","1113P","","NY","O","560","WEST 42ND ST","BBBBBBB","ALL","ALL","RED",0
"15290",1335820723,"19528JU","NY","COM","07/15/2013",14,"VAN","FRUEH","P",10,10,136,934316,"0136","0000","1123P","","NY","O","606","W 28TH ST","BBBBBBB","1000P","0600A","WHITE",2005
"15291",1335821508,"DXF5961","NY","PAS","07/15/2013",17,"SDN","TOYOT","P",10,10,136,940252,"0136","0000","1140P","","NY","F","635","W 42 ST","BBBBBBB","ALL","ALL","GY",2002
"15297",1323265235,"A56CHJ","NJ","PAS","07/15/2013",19,"SUBN","NISSA","X",1,1,1,934088,"0001","0000","1238A","","NY","F","","C/O RECTOR","BBBBBBB","ALL","ALL","BLACK",0
"15298",1345148434,"FSW6822","NY","PAS","07/15/2013",99,"SUBN","ACURA","X",30,30,982,600023,"0982","0000","1125A","","NY","O","","INSIDE RIVERBANK SP","BBBBBBB","ALL","ALL","GRAY",2011
"15305",1347711077,"FZX5998","NY","PAS","07/15/2013",19,"SUBN","JEEP","X",1,1,574,941078,"0574","0000","1240A","","NY","F","","RECTOR","BBBBBBB","ALL","ALL","BEIGE",2001
"15307",1324059035,"FPH2925","NY","PAS","07/15/2013",16,"SUBN","HONDA","K",1,1,1,161457,"0001","0000","0524P","","NY","O","170","JOHN ST","YYYYYBB","0800A","0600P","BLACK",2006
"15311",1345428935,"FXF3460","NY","OMS","07/15/2013",17,"SDN","HONDA","C",5,5,0,52911,"0MSC","0000","1249P","","NY","F","75","LAFAYETTE ST","YYYYYBB","0700A","0700P","GREY",2012
"15313",1351434901,"AB91486","AZ","PAS","07/15/2013",20,"DELV","FORD","X",5,5,5,949899,"0005","0000","1127A","1127A","NY","F","130","CROSBY ST","YYYYYBB","0800A","0600P","WHITE",0
"15314",1351435073,"27674JA","NY","COM","07/15/2013",20,"VAN","DODGE","P",5,5,5,950239,"0005","0000","0856A","","NY","","","PRINCE ST","BBBBBBB","ALL","ALL","GREEN",2001
"15315",1351435085,"DBR3070","NY","PAS","07/15/2013",20,"SUBN","CHEVR","P",5,5,5,950239,"0005","0000","1046A","","NY","O","109","CROSBY ST","BBBBBBB","ALL","ALL","WHITE",0
"15316",1351435164,"12739MA","NY","COM","07/15/2013",20,"DELV","UD","P",5,5,5,950229,"0005","0000","0850A","","NY","O","69","PRINCE","BBBBBBB","ALL","ALL","WHITE",2009
"15317",1351436338,"DZJ6404","NY","PAS","07/15/2013",20,"SDN","CHEVR","P",5,5,5,894650,"0005","0000","0130P","","NY","O","20","CATHERINE SLIP","BBBBBBB","ALL","ALL","BK",2007
"15318",1351436351,"14880MB","NY","COM","07/15/2013",48,"VAN","INTER","P",5,5,5,899650,"0005","0000","1218P","","NY","O","120","LAFAYETTE","BBBBBBB","ALL","ALL","WH",2011
"15319",1351452587,"155F58","NJ","PAS","07/15/2013",40,"SDN","HONDA","P",5,5,5,926869,"0005","0000","1240A","","NY","F","79","CATHERINE","BBBBBBB","ALL","ALL","GY",0
"15320",1351452599,"FMP7476","NY","PAS","07/15/2013",19,"SUBN","SUZUK","P",5,5,5,926869,"0005","0000","0205A","","NY","O","375","PEARL","BBBBBBB","ALL","ALL","WHTE",2005
"15321",1351804583,"115NET","KY","PAS","07/15/2013",40,"SDN","FORD","X",1,1,1,942699,"0001","0000","1252P","","NY","F","","W/S S END AVE","BBBBBBB","ALL","ALL","GY",0
"15322",1351804601,"AT8806","NC","PAS","07/15/2013",14,"VAN","GMC","X",1,1,1,942699,"0001","0000","0130P","","NY","","","","YYYYYBB","0800A","0700P","WHITE",0
"15323",1351812981,"EXW3280","NY","PAS","07/15/2013",14,"SDN","LEXUS","X",1,1,1,943723,"0001","0000","0230A","","NY","F","25","VAN DAM ST","BBBBBBB","ALL","ALL","TAN",1998
"15324",1351813018,"2481GE","SC","PAS","07/15/2013",74,"SUBN","GMC","X",1,1,1,943723,"0001","0000","0730A","","NY","F","50","WALL ST","BBBBBBB","ALL","ALL","GRAY",1998
"15325",1351813328,"14883MB","NY","COM","07/15/2013",17,"VAN","INTER","P",1,1,1,941172,"0001","0000","0419P","","NY","F","1","LIBERTY PLAZA","BBBBBBB","ALL","ALL","WHITE",2011
"15326",1351815970,"32766JZ","NY","COM","07/15/2013",20,"VAN","WORK","X",1,1,1,951864,"0001","0000","0953A","","NY","F","72","GREENE STREET","YYYYYBB","0800A","0600P","BROWN",2009
"15327",1351816068,"18553MC","NY","COM","07/15/2013",20,"VAN","MITSU","X",1,1,1,951864,"0001","0000","0956A","","NY","F","63","GREENE STREET","YYYYYBB","0800A","0600P","WHITE",2004
"15334",1351468261,"B00QA","FL","PAS","07/15/2013",21,"SDN","INFIN","P",5,5,5,948649,"0005","0000","1213A","","NY","F","470","FORSYTH","YBYBYBB","1200A","0300A","WHITE",0
"15335",1351468637,"22250MC","NY","COM","07/15/2013",78,"VAN","CHEVR","P",5,5,5,945584,"0005","0000","1244A","","NY","F","123","ELIZABETH ST","YYYYYYY","0900P","0500A","WH",2004
"15336",1351468649,"EGW8427","NY","PAS","07/15/2013",21,"SUBN","BMW","P",5,5,5,965584,"0005","0000","0307A","","NY","F","284","BROOME ST","YBYBYBB","0500A","0600A","GY",2005
"15337",1351468662,"E5D628","NY","PAS","07/15/2013",21,"SUBN","TOYOT","P",5,5,5,965584,"0005","0000","0330A","","NY","O","26","FORSYTH ST","YBYBYBB","0300A","0800A","GY",2003
"15338",1351469605,"ESJ9081","NY","PAS","07/15/2013",16,"SUBN","AUDI","P",5,5,5,939359,"0005","0000","0423P","","NY","","","C/O FRANKLIN ST","BBBBBBB","ALL","ALL","GRAY",2012
"15339",1351470826,"DEJ8703","NY","PAS","07/15/2013",40,"SUBN","TOYOT","P",5,5,5,940532,"0005","0000","1238A","","NY","F","77","CATHERINE ST","BBBBBBB","ALL","ALL","BK",2005
"15340",1351470838,"EJF8490","99","PAS","07/15/2013",14,"SUBN","FORD","P",5,5,5,940532,"0005","0000","1245A","","NY","","","N/S CATHERINE SLIP","BBBBBBB","ALL","ALL","BK",1999
"15342",1351828824,"AP790K","NJ","PAS","07/15/2013",46,"DELV","FRUEH","P",1,1,1,898022,"0001","0000","1045A","","NY","F","42","TRINITY PL","BBBBBBB","ALL","ALL","WHT",0
"15343",1351836742,"BGE2161","NY","PAS","07/15/2013",40,"SDN","SUBAR","X",1,1,1,941499,"0001","0000","0551A","","NY","O","180","MAIDEN LANE","BBBBBBB","ALL","ALL","ORNG",2013
"15347",1353193937,"BLANKPLATE","99","999","07/15/2013",74,"MCY","VESPA","T",25,25,0,347580,"MTPU","0000","0530P","","NY","O","150","E 93RD ST","BBBBBBB","ALL","ALL","BLUE",2007
"15353",1351247487,"BE44869","AZ","PAS","07/15/2013",17,"DELV","FORD","P",18,18,18,938930,"0018","0000","1221A","","NY","O","609","W 51 ST","BBBBBBB","ALL","ALL","WH",0
"15355",1353272527,"BDY0289","GA","PAS","07/15/2013",20,"SDN","TOYOT","P",18,18,420,921121,"0420","0000","0815A","0815A","NY","F","347","W 44TH ST","YYYYYBB","0800A","0600P","WHT",0
"15356",1353272539,"118XRD","CT","PAS","07/15/2013",20,"VAN","CHEVR","P",18,18,420,921121,"0420","0000","0815A","0815A","NY","F","352","W 44TH ST","YYYYYYY","0800A","0600P","PURPL",0
"15357",1353272540,"AN114C","NJ","PAS","07/15/2013",14,"DELV","MERCU","P",18,18,420,921121,"0420","0000","0820A","0820A","NY","F","258","W 44TH ST","BBBBBBB","ALL","ALL","WHI",0
"15358",1353272552,"29562MD","NY","COM","07/15/2013",38,"VAN","FORD","P",18,18,420,921121,"0420","0000","0830A","0830A","NY","O","310","W 45TH ST","BBBBBBB","ALL","ALL","WHT",2013
"15359",1353272709,"21712MD","NY","COM","07/15/2013",20,"DELV","FORD","P",20,20,420,886347,"0420","0000","1010A","","NY","F","75","CENTRAL PARK WEST","YYYYYBB","0700A","0700P","WH",0
"15360",1353272734,"303329JY","NY","COM","07/15/2013",20,"DELV","FORD","P",20,20,420,886342,"0420","0000","1025A","","NY","F","43","W 61 ST","YYYYYBB","0800A","0600","WH",0
"15361",1353272760,"29518MD","NY","COM","07/15/2013",20,"DELV","FORD","P",20,20,420,886347,"0420","0000","1059A","","NY","F","75","CENTRAL PARK WEST","BYYYYBB","0700A","0700P","WH",2013
"15365",1349851700,"21948JY","NY","COM","07/15/2013",20,"VAN","FORD","P",7,7,7,929493,"0007","0000","0421P","","NY","O","63","ORCHARD","YYYYYBB","0700A","0700P","BL",2009
"15366",1349851711,"30891JX","NY","COM","07/15/2013",14,"TRLR","INTER","P",7,7,7,929493,"0007","0000","0604P","","NY","","","N/S OF DELANCEY","BBBBBBB","ALL","ALL","BN",1997
"15367",1349851723,"ETG3346","NY","PAS","07/15/2013",20,"SDN","TOYOT","P",7,7,7,929493,"0007","0000","0805P","","NY","","","R/O 90 BARUCH PLACE","BBBBBBB","ALL","ALL","GY",2011
"15368",1349851735,"FBJ8279","NY","PAS","07/15/2013",20,"SDN","NISSA","P",7,7,7,929493,"0007","0000","0809P","","NY","","","R/O 90 BARUCH PLACE","BBBBBBB","ALL","ALL","BK",2012
"15369",1349851747,"18950MB","NY","COM","07/15/2013",20,"SUBN","FORD","P",7,7,7,929493,"0007","0000","0810P","","NY","","","E/S OF MANGIN ST","BBBBBBB","ALL","ALL","GY",2004
"15388",1351716049,"2N20A","NY","SRF","07/15/2013",46,"SDN","FORD","P",14,14,14,949347,"0014","0000","0852P","","NY","F","367","W 36 ST","BBBBBBB","ALL","ALL","YELLO",2011
"15389",1351716128,"EVJ5998","NY","PAS","07/15/2013",46,"SDN","TOYOT","P",14,14,14,949347,"0014","0000","0727P","","NY","F","38","E 32 ST","BBBBBBB","ALL","ALL","WHITE",2010
"15391",1351402079,"24604MB","NY","COM","07/15/2013",20,"VAN","FORD","P",5,5,5,948752,"0005","0000","1127A","","NY","F","132","CROSBY ST","BBBBBBB","0800A","0600P","YELLO",2011
"15392",1351403084,"14226MB","NY","COM","07/15/2013",16,"VAN","FORD","P",5,5,5,950442,"0005","0000","0132P","","NY","F","39","DIVISION ST","YYYYYBB","0700A","0700P","BLUE",2011
"15393",1351403280,"CMC8405","MI","PAS","07/15/2013",21,"SUBN","ACURA","P",5,5,5,943074,"0005","0000","1211A","","NY","","","W/S FORSYTH ST 10","YBYBYBB","1200A","0300A","BK",0
"15394",1351403308,"AF75499","AR","PAS","07/15/2013",21,"VAN","FORD","P",5,5,5,943074,"0005","0000","1228A","","NY","F","101","ALLAN ST","YBYBYBB","1200A","0300A","WHT",0
"15395",1351403345,"FEH4867","NY","PAS","07/15/2013",21,"SDN","DODGE","P",5,5,5,943074,"0005","0000","1247A","","NY","O","191","CHRYSTIE ST","YBYBYBB","1200A","0300A","BK",2010
"15396",1351727564,"AE03259","PA","PAS","07/15/2013",46,"TRLR","FRUEH","P",14,14,14,949918,"0014","0000","0253P","","NY","F","519","8TH AVENUE","BBBBBBB","ALL","ALL","ORANG",0
"15399",1351738781,"2EK297","OK","PAS","07/15/2013",46,"TRLR","GMC","P",14,14,161,953396,"0161","0000","0809P","","NY","F","523","8 AVE","BBBBBBB","ALL","ALL","WHITE",0
"15400",1351740131,"FXK2716","NY","PAS","07/15/2013",14,"SDN","LEXUS","X",14,14,161,952963,"0161","0000","1206A","","NY","O","220","WEST 42ND STREET","BBBBBBB","ALL","ALL","BLACK",2004
"15401",1351740143,"EXN1805","NY","PAS","07/15/2013",31,"SDN","DODGE","X",14,14,161,952963,"0161","0000","1213A","","NY","O","230","WEST 41ST STREET","BBBBBBB","ALL","ALL","WHITE",2011
"15402",1351740192,"FBX2163","NY","PAS","07/15/2013",31,"SUBN","LINCO","X",14,14,161,952963,"0161","0000","1230A","","NY","F","206","W 41ST STREET","BBBBBBB","ALL","ALL","SILVE",2003
"15403",1351740210,"FZB1862","NY","PAS","07/15/2013",31,"","DODGE","X",14,14,161,952963,"0161","0000","1217A","","NY","F","230","W 41ST STREET","BBBBBBB","ALL","ALL","WHITE",2007
"15404",1351741329,"31695JZ","NY","COM","07/15/2013",20,"VAN","CHEVR","P",14,14,14,930694,"0014","0000","1035A","","NY","","","S/S W 39 ST    60","YYYYYYB","0800A","0100P","WHITE",1994
"15415",1351422352,"EWY7640","NY","PAS","07/15/2013",53,"SDN","SUBAR","P",7,7,7,939106,"0007","0000","0735A","","NY","","","S/O 26 WILLET ST","BBBBBBB","ALL","ALL","RED",2010
"15416",1351423101,"13426MD","NY","COM","07/15/2013",78,"VAN","FORD","P",7,7,7,902223,"0007","0000","0225A","","NY","F","275","E HOUSTON ST","BBBBBBB","0900P","0500A","WH",2009
"15417",1351423666,"2SX866","OK","PAS","07/15/2013",46,"TRLR","","P",7,7,7,927636,"0007","0000","0930A","0845A","NY","F","60","COLUMBIA ST","BBBBBBB","ALL","ALL","WHITE",1995
"15418",1351424099,"12563PB","NY","999","07/15/2013",77,"BUS","VAN H","P",7,7,7,950755,"0007","0000","0955P","","NY","F","156","EAST BROADWAY","BBBBBBB","ALL","ALL","WHITE",2009
"15419",1351424105,"12563PB","NY","999","07/15/2013",79,"BUS","VAN H","P",7,7,7,950755,"0007","0000","0955P","","NY","F","156","EAST BROADWAY","BBBBBBB","ALL","ALL","WHITE",2009
"15420",1351424117,"12563PB","NY","999","07/15/2013",40,"BUS","VAN H","P",7,7,7,950755,"0007","0000","0955P","","NY","F","156","EAST BROADWAY","BBBBBBB","ALL","ALL","WHITE",2009
"15421",1351424300,"30891JX","99","COM","07/15/2013",46,"VAN","MERCU","P",7,7,7,927636,"0007","0000","1030A","0945A","NY","F","70","PITT ST","BBBBBBB","ALL","ALL","BROWN",1997
"15422",1351424312,"20291JX","NY","COM","07/15/2013",46,"DELV","MERCU","P",7,7,7,927636,"0007","0000","1050A","","NY","O","550","J GRAND ST","BBBBBBB","ALL","ALL","WHITE",2001
"15423",1351424373,"BN02255","PA","PAS","07/15/2013",19,"BUS","VAN H","P",7,7,7,927636,"0007","0000","1215P","","NY","O","30","PIKE ST","BBBBBBB","ALL","ALL","PINK",0
"15424",1351762916,"BWV8163","NY","999","07/15/2013",16,"SDN","FORD","X",14,14,161,951555,"0161","0000","1213A","","NY","F","234","W 41 ST","BBBBBBB","ALL","ALL","TAN",2003
"15425",1351762953,"DXD9943","NY","999","07/15/2013",20,"SDN","VOLKS","P",14,14,161,951555,"0161","0000","0007A","","NY","F","229","W 42 ST","YYYYYYB","0001A","0000P","WHITE",2013
"15428",1351768128,"13669MD","NY","COM","07/15/2013",40,"DELV","KW","P",14,14,14,951440,"0014","0000","1208P","","NY","O","1431","BROADWAY","BBBBBBB","ALL","ALL","RED",2013
"15429",1351770720,"16218PC","NY","COM","07/15/2013",14,"DELV","VOLVO","P",14,14,161,952720,"0161","0000","0147A","","NY","","","C/O WEST 42","BBBBBBB","ALL","ALL","WHT",2009
"15448",1351777476,"28923MA","NY","COM","07/15/2013",20,"VAN","FORD","P",1,1,1,928956,"0001","0000","1014A","","NY","O","61","BROADWAY","BBBBBBB","ALL","ALL","WH",2010
"15451",1354747689,"CPF5371","NY","PAS","07/15/2013",37,"SUBN","CHEVR","P",34,34,162,954290,"0162","0000","0826P","","NY","F","621","W 181 ST","BBBBBBB","ALL","ALL","WHITE",2003
"15452",1354747835,"ERB7390","NY","PAS","07/15/2013",70,"SUBN","HONDA","P",33,33,162,954252,"0162","0000","0439A","","NY","F","574","W 176 ST","BBBBBBB","ALL","ALL","SILVE",2003
"15454",1354272067,"FLM5957","NY","PAS","07/15/2013",67,"SDN","TOYOT","P",34,34,34,916159,"0034","0000","0112A","","NY","F","3716","10TH AVE","BBBBBBB","ALL","ALL","GRY",2006
"15478",1355834478,"2DS65V","NJ","PAS","07/15/2013",20,"SUBN","JEEP","P",9,9,9,891031,"0009","0000","0812P","","NY","F","62","ST MARKS PL","BBBBBBB","ALL","ALL","BK",0
"15479",1355834480,"B31BYG","NJ","PAS","07/15/2013",20,"FOUR","DODGE","P",9,9,9,891031,"0009","0000","1020P","","NY","O","288","E 10 ST","BBBBBBB","ALL","ALL","WHT",0
"15480",1355834491,"FWN7282","NY","PAS","07/15/2013",20,"FOUR","VOLKS","P",9,9,9,891031,"0009","0000","1024P","","NY","F","418","E 11 ST","BBBBBBB","ALL","ALL","GREY",2010
"15481",1355837297,"BLANKPLATE","99","999","07/15/2013",74,"VAN","PONTI","P",9,9,9,943197,"0009","0000","0250A","0250A","NY","F","279","E 10 ST","BBBBBBB","ALL","ALL","SILVE",0
"15482",1355837480,"EUZ4332","NY","PAS","07/15/2013",19,"SDN","ACURA","P",9,9,9,906258,"0009","0000","0903A","","NY","O","119","AVE D","BBBBBBB","ALL","ALL","WHT",2004
"15483",1355837492,"AJ676P","NJ","PAS","07/15/2013",19,"TRAC","MACK","P",9,9,9,906258,"0009","0000","0910A","","NY","F","69","AVE D","BBBBBBB","ALL","ALL","RED",0
"15484",1355837510,"AP471M","NJ","PAS","07/15/2013",19,"DELV","FRUEH","P",9,9,9,906258,"0009","0000","0932A","","NY","O","120","AVE C","BBBBBBB","ALL","ALL","WHITE",0
"15485",1355837534,"AJ676P","NJ","PAS","07/15/2013",19,"TRAC","MACK","P",9,9,9,906258,"0009","0000","1012A","","NY","F","123","AVE C","BBBBBBB","ALL","ALL","RED",0
"15486",1355837546,"11937MB","NY","COM","07/15/2013",46,"VAN","FRUEH","P",9,9,9,926258,"0009","0000","1018A","","NY","F","43","AVE C","BBBBBBB","ALL","ALL","WHT",2012
"15487",1355837571,"FDJ8650","NY","PAS","07/15/2013",16,"SDN","HYUND","P",9,9,9,906258,"0009","0000","1141A","","NY","O","5","E 3 ST","YYYYYYB","0800A","0600P","RED",2011
"15488",1355837583,"AG310X","NJ","PAS","07/15/2013",19,"TRAC","STERL","P",9,9,9,906258,"0009","0000","1147A","","NY","F","97","2ND AVE","BBBBBBB","ALL","ALL","WHT",0
"15489",1356334076,"EAS6071","NY","PAS","07/15/2013",20,"SDN","MITSU","P",6,6,6,898135,"0006","0000","0931A","","NY","F","120","CHRSITOPHER ST","BBBBBBB","ALL","ALL","WHITE",2009
"15490",1356373409,"ESC326","VT","PAS","07/15/2013",14,"SUBN","FORD","P",10,10,10,927042,"0010","0000","0420P","","NY","F","319","W 16 ST","BBBBBBB","ALL","ALL","RED",0
"15491",1356375923,"FMM6867","NY","PAS","07/15/2013",14,"SDN","ROVER","P",10,10,10,922103,"0010","0000","0600P","","NY","F","450","W 15","BBBBBBB","ALL","ALL","BLACK",2011
"15492",1356377488,"BCEV005","ON","PAS","07/15/2013",21,"SUBN","SATUR","P",10,10,10,917295,"0010","0000","0838A","","NY","F","233","W 16 ST","YBBYBBB","0830A","1000A","BK",0
"15493",1356454094,"AD69065","AZ","PAS","07/15/2013",78,"VAN","GMC","P",19,19,19,937579,"0019","0000","0143A","","NY","F","233","EAST 77TH ST","BBBBBBB","0900P","0500A","WHITE",0
"15506",1356324782,"23803JV","NY","COM","07/15/2013",20,"VAN","FORD","X",6,6,6,950103,"0006","0000","0340P","","NY","F","50","5TH AVE","YYYYYBB","0800A","0600P","BLUE",2006
